"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
26176		20190331	Broadway Federal Bank, F.S.B	30306	Los Angeles	CA	90036	
26242	254900BJAOLODFF9A885	20190331	Integrity First Bank, National Association	18979	Mountain Home	AR	72654	
26457		20190331	La Monte Community Bank	16423	La Monte	MO	65337	
26765	549300PG87MHQ7H4CO08	20190331	Vantage Bank Texas	3405	San Antonio	TX	78216	
27070		20190331	Time Federal Savings Bank	29294	Medford	WI	54451	
27548	OTQ7L99FG3H1GQVQBT56	20190331	Blackhawk Bank	14078	Beloit	WI	53511	
27614	254900I3LJYL57NZ5H21	20190331	The Andover Bank	10663	Andover	OH	44003	
27847	254900YY36UO9MBPH808	20190331	DIAMOND BANK	1527	MURFREESBORO	AR	71958	
28013	549300BN4MNW5KE16X83	20190331	Northfield Bank	28710	Staten Island	NY	10314	
28152	54930076NULTCIRS5P09	20190331	Harvest Bank	11415	Kimball	MN	55353	
28255		20190331	The First National Bank of Beeville	3095	Beeville	TX	78102	
28406	FJMKG323P0YU76XURH25	20190331	Blue Hills Bank	90160	Hyde Park	MA	02136	
28675	549300WUAFVZR9Z4BL92	20190331	Cumberland Federal Bank, Federal Savings Bank	29293	Cumberland	WI	54829	
28732		20190331	Peoples Bank & Trust Co	1475	Manchester	TN	37355	
29476		20190331	RiverBank	31711	Pocahontas	AR	72455	
29636		20190331	The Citizens Bank	12204	Philadelphia	MS	39350	
29878		20190331	Maspeth Federal Savings And Loan Association	30303	Maspeth	NY	11378	
30052		20190331	Amistad Bank	26658	Del Rio	TX	78840	
30502	549300MKT4KNKP08CQ45	20190331	NORTHWAY BANK	14240	BERLIN	NH	3570	
30650	549300F0NHQ63TK82210	20190331	Lake Community Bank	8193	Long Lake	MN	55356	
30810	X05BVSK68TQ7YTOSNR22	20190331	Discover Bank	5649	New Castle	DE	19720	
31134		20190331	First National Bank Of Waynesboro, The	2160	Waynesboro	GA	30830	
31255		20190331	Central Bank	17612	Houston	TX	77041	
31657		20190331	First State Bank of Ben Wheeler, Texas	11904	Ben Wheeler	TX	75754	
31826		20190331	Powell Valley National Bank	6863	Jonesville	VA	24263	
31835		20190331	BANK OF ANGUILLA	8243	ANGUILLA	MS	38721	
32234		20190331	First National Bank and Trust Company	3639	Clinton	IL	61727	
32766		20190331	LAKESIDE NATIONAL BANK	21693	ROCKWALL	TX	75032	
32971		20190331	Security Federal Savings Bank	28894	Logansport	IN	46947	
33147		20190331	Farmers Bank And Trust Company	1027	Blytheville	AR	72315	
33259		20190331	Premier Bank	21714	Maplewood	MN	55109	
33268	549300H1IFC50SWPR637	20190331	The Roscoe State Bank	1213	Roscoe	TX	79545	
33370		20190331	Home Savings Bank, Fsb	31723	Ludlow	KY	41016	
33839		20190331	Peoples State Bank of Colfax	10075	Colfax	IL	617280527	
33857		20190331	Frontier Bank	15545	Omaha	NE	68118	
34425		20190331	Virginia Commonwealth Bank	11200	Richmond	VA	23226	
34434		20190331	MAGNOLIA STATE BANK	22081	BAY SPRINGS	MS	39422	
34452		20190331	First National Bank of Park Falls	5358	Park Falls	WI	54552	
34537	5493006MCOP60BBI4G97	20190331	Seacoast National Bank	131	Stuart	FL	34994	
34555		20190331	MACON-ATLANTA STATE BANK	14695	MACON	MO	635520128	
34742		20190331	First Western Bank	13083	Booneville	AR	729270238	
35057		20190331	Alliant Bank	1946	Madison	MO	65263	
35301	571474TGEMMWANRLN572	20190331	STATE STREET BANK AND TRUST COMPANY	14	Boston	MA	02110	
35570	5493002VB77GOYB9O402	20190331	Investors Bank	28892	Short Hills	NJ	07078	
35646		20190331	Bonduel State Bank	11235	Bonduel	WI	54107	
35879	254900FSTRXV05536767	20190331	East Wisconsin Savings Bank	30313	Kaukauna	WI	54130	
36456		20190331	Community First Bank	15907	Maywood	NE	69038	
36933		20190331	First State Bank	19163	Wrens	GA	30833	
37051	254900TSKS1LGJIUMN67	20190331	Oakwood Bank	13030	Whitehall	WI	54773	
37341		20190331	Bank Of Ontario	21085	Ontario	WI	54651	
37435	549300S61HFNW2YFEK61	20190331	United Bank	172	Zebulon	GA	30295	
37640		20190331	GERMAN AMERICAN BANK	17393	JASPER	IN	47547	
37659		20190331	FARMERS STATE BANK	12758	ALLEN	OK	748250467	
37949		20190331	Bank of Rantoul	11711	Rantoul	IL	61866	
38740	54930004Z0FN1LYUET14	20190331	Owen County State Bank	13112	Spencer	IN	47460	
39327	5493005NXMQ7SP5TOF96	20190331	Calvin B. Taylor Banking Company of Berlin, Maryland	5874	Berlin	MD	21811	
39756	54930076IPVDX26EBK58	20190331	NBC Oklahoma	4032	Oklahoma City	OK	73120	
40033		20190331	richton bank & Trust	11817	richton	MS	39476	
40499		20190331	HarborOne Bank	59070	Brockton	MA	02301	
40855		20190331	ESB Bank	10980	Eitzen	MN	55921	
41245	549300SZGYMFBGIUYD65	20190331	Farmers & Merchants Bank Of Orfordville	15173	Orfordville	WI	53576	
41553		20190331	First State Bank	12283	Anadarko	OK	73005	
41629	549300IDUXRYG23KYY13	20190331	Pioneer Bank	6913	Stanley	VA	22851	
41825		20190331	Middletown Valley Bank	14017	Middletown	MD	21769	
41937		20190331	Farmers State Bank of Danforth	10802	Danforth	IL	60930	
41955		20190331	Bank of Newman Grove	5447	Newman Grove	NE	68758	
42037		20190331	PEOPLES EXCHANGE BANK	70	MONROEVILLE	AL	36460	
42354		20190331	THE COMMERCIAL NATIONAL BANK OF BRADY	3110	BRADY	TX	76825	
42372	549300EGTMF0WQ0CQM74	20190331	First Federal Savings Bank Of Lincolnton	30315	Lincolnton	NC	28092	
42420	VN1JLT1F3FLLVN3FZG89	20190331	FIRST COMMONWEALTH BANK	7468	INDIANA	PA	15701	
42448	5493003EW6T31TGECO83	20190331	FIRST NATIONAL BANK	3887	PARAGOULD	AR	72451	
42457		20190331	Commercial Bank	12246	Nelson	NE	68961	
43052		20190331	Security State Bank	9036	Iron River	WI	54847	
43351		20190331	Peoples State Bank	17685	Manhattan	KS	66503	
43856		20190331	THE MINERS NATIONAL BANK OF EVELETH	5141	EVELETH	MN	55734	
43959		20190331	Bridge City State Bank	18155	Bridge City	TX	77611	
44040		20190331	First National Bank Of Monterey, The	4364	Monterey	IN	46960	
44433		20190331	Intercredit Bank, National Association	25258	Miami	FL	33134	
44741		20190331	Citizens Bank	9647	Mooresville	IN	46158	
44750		20190331	Citizens Bank of Newburg	16126	Rolla	MO	65401	
44929		20190331	First National Bank	6637	McConnelsville	OH	43756	
45038		20190331	STATE BANK OF DAVIS	5740	DAVIS	IL	61019	
45047		20190331	The First National Bank At Paris	14534	Paris	AR	72855	
45056		20190331	Platte Valley Bank	9818	North Bend	NE	686490500	
45430		20190331	Johnson County Bank	22070	Mountain City	TN	37683	
45458	549300054IBXNJUH0T10	20190331	Vintage Bank Kansas	17927	Leon	KS	67074	
45551	549300USNPUCH96WTF23	20190331	Bank Midwest	5170	Spirit Lake	IA	51360	
45560		20190331	Jefferson Bank	16470	San Antonio	TX	78201	
45775		20190331	Iron Workers Savings Bank	28908	Aston	PA	19014	
46053		20190331	The State Bank Of Faribault	1610	Faribault	MN	55021	
46941		20190331	Farmers Bank And Trust Company	2765	Princeton	KY	42445	
47247		20190331	The Dart Bank	5033	Mason	MI	48854	
47256		20190331	Community Financial Bank	27053	Prentice	WI	54556	
47452	549300IK1PI4M3E1Z209	20190331	FIRST NATIONAL BANK OF BENTON	25065	BENTON	LA	71006	
47500		20190331	Claremont Savings Bank	18038	Claremont	NH	03743	
48057		20190331	Prairie Bank of Kansas	04775	Stafford	KS	67578	
48150		20190331	Franklin State Bank	16778	Franklin	MN	55333	
48374	254900CNZP15WN45KW48	20190331	First Financial Bank	28905	El Dorado	AR	71730	
48440	549300O3HNZKCYCYJK98	20190331	Cleveland State Bank	9517	Cleveland	WI	53015	
49054		20190331	Commerce Bank	10212	Geneva	MN	56035	
49148		20190331	RUSHVILLE STATE BANK	9265	RUSHVILLE	IL	626810050	
49241	549300GCILEV6KJUST91	20190331	Relyance Bank, National Association	19371	Pine Bluff	AR	71601	
49652		20190331	First Bank	16473	Sterling	KS	67579	
49858	549300J08BVKMFC3Z033	20190331	Bank of South Texas	26727	McAllen	TX	78504	
49951		20190331	The First Security Bank	4041	Beaver	OK	73932	
50144		20190331	State Bank of Medora	14561	Medora	IN	47260	
50461		20190331	California Pacific Bank	23242	San Francisco	CA	94104	
50872		20190331	WINFIRST BANK	29313	WINCHESTER	KY	40391	
51253		20190331	APEX BANK	9176	CAMDEN	TN	38320	
51356		20190331	Latimer State Bank	22839	Wilburton	OK	74578	
51459		20190331	Centera Bank	16436	Sublette	KS	67877	
51842	549300YHR41F57LS0R28	20190331	FARMERS & MERCHANTS UNION BANK	14445	COLUMBUS	WI	53925	
52719		20190331	The Depository Trust Company	90544	New York	NY	100410099	
52951		20190331	Security State Bank Of Oklahoma	8980	Wewoka	OK	74884	
53051		20190331	The Buckholts State Bank	11916	Buckholts	TX	76518	
53752		20190331	First State Bank	16182	Hemphill	TX	75948	
54058		20190331	Bank Of Tescott	1868	Tescott	KS	67484	
54441		20190331	American Bank & Trust Wisconsin	6183	Cuba City	WI	53807	
54656		20190331	Citizens State Bank	12501	Buffalo	TX	75831	
54973	549300BES7HNVKCDIM50	20190331	American Savings Bank, FSB	32526	Honolulu	HI	96813	
55336	549300K3SVNVK97FCP36	20190331	METAIRIE BANK & TRUST	16539	METAIRIE	LA	70001	
55635		20190331	Citizens Savings Bank & Trust	10319	Nashville	TN	37208	
55653		20190331	Fidelity State Bank And Trust Company	1150	Topeka	KS	66603	
55970		20190331	Evergreen Federal Bank	28914	Grants Pass	OR	97526	
56258		20190331	Citizens Bank & Trust Co., Hutchinson, Minn.	10218	Hutchinson	MN	553500339	
56351		20190331	Citizens National Bank	3250	Henderson	TX	75652	
56548	549300LC0BP2X1F6BE13	20190331	DMB Community Bank	14769	DeForest	WI	53532	
56717	549300JSQZG5CD2LWR30	20190331	The Dime Bank	9888	Honesdale	PA	18431	
57040		20190331	First National Bank at Darlington	14468	Darlington	WI	535300050	
57451	2549006KT1XNB09W2M78	20190331	Dairy State Bank	17162	Rice Lake	WI	54868	
58225		20190331	FARMERS BANK & SAVINGS CO.	769	Pomeroy	OH	45769	
58243	IWRZQFYIRJ0IMURZBB68	20190331	Johnson Bank	20296	Racine	WI	53403	
58355		20190331	Vantage Bank	9733	Kent	MN	56553	
58551		20190331	Security State Bank	421	Cheyenne	OK	73628	
58636		20190331	CENTURY BANK	11448	LUCEDALE	MS	39452	
58757	549300Q9WQZE336R0U94	20190331	Kensington Bank	1409	Kensington	MN	56343	
58971	549300P2GEYNMH5OQA71	20190331	Washington Trust Bank	1281	Spokane	WA	99210	
59316	549300XZGHPTWOJPDI31	20190331	Wayne Bank	698	Honesdale	PA	18431	
59352		20190331	Citizens National Bank	3127	Cameron	TX	76520	
59370		20190331	First Shore Federal Savings And Loan Association	30680	Salisbury	MD	21801	
59754		20190331	The Bank Of Wyandotte	2317	Wyandotte	OK	74370	
60143		20190331	Comerica Bank	983	Dallas	TX	75201	
60330	5493002XCPKQYCZ56W55	20190331	PEOPLES BANK OF ALABAMA	22537	CULLMAN	AL	35055	
60545		20190331	The Home Trust & Savings Bank	963	Osage	IA	50461	
60554		20190331	First State Bank Minnesota	10162	LeRoy	MN	55951	
60648		20190331	First National Bank	4324	Cloverdale	IN	46120	
61122		20190331	First United Bank & Trust	4857	Oakland	MD	21550	
61355		20190331	CorTrust Bank, N.A.	6063	Mitchell	SD	57301	
61476		20190331	Pilgrim Bank	26590	Cohasset	MA	2025	
61757		20190331	American Heritage National Bank	8843	Long Prairie	MN	56347	
61832	2549001SGCT0DXW9UA79	20190331	The First National Bank of Mount Dora	3579	Mount Dora	Fl	32757	
61953		20190331	The First National Bank of Coweta	4071	Coweta	OK	74429	
62044		20190331	Sebree Deposit Bank	21342	Sebree	KY	42455	
62110		20190331	Rockefeller Trust Company, National Association	26622	New York	NY	10111	
62147	549300SRO5L90DRP2664	20190331	Community First Bank	12512	Rosholt	WI	54473	
62772	549300X81DB0TLVVZF81	20190331	First Advantage Bank	30698	Clarksville	TN	37040	
63050		20190331	The Dolores State Bank	17959	Dolores	CO	81323	
63069		20190331	City National Bank	17281	Los Angeles	CA	90071	
63201		20190331	CAYUGA LAKE NATIONAL BANK	6954	UNION SPRINGS	NY	13160	
63573		20190331	Walpole Co-operative Bank	26487	Walpole	MA	02081	
63733	549300W4TWSN8U8TGD72	20190331	Citizens Bank	1711	Lafayette	TN	37083	
63742		20190331	HOMETOWN BANK	12781	FOND DU LAC	WI	54935	
63751		20190331	Towanda State Bank	15009	Towanda	KS	67144	
64150	549300XCHJ481RPPSP63	20190331	Wyoming Bank & Trust	8718	Cheyenne	WY	82009	
64552	549300LIZH7VW4DFJK44	20190331	Bank2	11521	Oklahoma City	OK	73108	
64730		20190331	Farmers & Merchants Bank	9069	Eatonton	GA	31024	
65205		20190331	Torrington Savings Bank	16636	Torrington	CT	06790	
65513	5JQ7W3GWO8J5DAE5WR19	20190331	Delta National Bank and Trust Company	26633	New York	NY	10019	
65559	254900CYWJYH3ES8BV63	20190331	Pioneer Bank & Trust	15562	Belle Fourche	SD	57717	
65746		20190331	Citizens Union Bank of Shelbyville, Inc.	5840	Shelbyville	KY	400660189	
65858	D32W5EBLENJC27207O81	20190331	Emprise Bank	4789	Wichita	KS	67201	
66154		20190331	DECATUR COUNTY BANK	6101	DECATURVILLE	TN	38329	
66275	254900P4A09O6AABF892	20190331	FIRST SOUTHERN BANK	29332	FLORENCE	AL	36530	
66677	5493003MAUCY3WMZY776	20190331	Cincinnati Federal	28346	Cincinnati	OH	45247	
67142	549300LNXSV7JTOU7K53	20190331	Peoples Trust & Savings Bank	13113	Boonville	IN	476010307	
67151	5493009EEWZ9S4F2BE94	20190331	Kirkpatrick Bank	20156	Edmond	OK	73013	
67209	549300JXG84BHZE66C26	20190331	Newburyport Five Cents Savings Bank	90251	Newburyport,	MA	01950	
67254		20190331	Young Americans Bank	27010	Denver	CO	80206	
67656		20190331	FIRST SAVINGS BANK	32629	BERESFORD	SD	57004	
67870	549300PJ8G3ECK1DQW27	20190331	TC Federal Bank	29331	Thomasville	GA	31792	
68448		20190331	Union Bank of Sparta	5325	Sparta	WI	54656	
68671		20190331	Grand Bank For Savings, F.S.B.	31864	Hattiesburg	MS	39402	
68756	549300465MKS092D5K02	20190331	Liberty National Bank	11522	Lawton	OK	73501	
68831		20190331	Bank of Franklin	10594	Meadville	MS	39653	
68840		20190331	Union Bank & Trust Company	15177	Evansville	WI	53536	
69333		20190331	The Citizens National Bank of Meridian	4993	Meridian	MS	393015853	
69678		20190331	Baker Boyer National Bank	2987	Walla Walla	WA	99362	
70058		20190331	The Farmers & Merchants Bank	1480	Dyer	TN	38330	
70218		20190331	United Orient Bank	23373	New York	NY	10038	
70414		20190331	THE NORTHUMBERLAND NATIONAL BANK	7666	NORTHUMBERLAND	PA	17857	
70638		20190331	Peoples Bank	9366	Mendenhall	MS	39114	
70955		20190331	Nebraska State Bank	13696	Bristow	NE	68719	
71073	254900BKU8W7ACVJRW27	20190331	Home Federal Savings and Loan Association of Niles	28349	Niles	OH	444460311	
71318		20190331	DNB First, National Association	7464	Downingtown	PA	19335	
71457		20190331	Bruning State Bank	18748	Bruning	NE	68322	
71859		20190331	CBW BANK	13959	WEIR	KS	66781	
72258		20190331	The Converse County Bank	12591	Douglas	WY	82633	
72351	549300BIN8FZ4Z1IX347	20190331	Farmers State Bank	16941	Wathena	KS	66090	
72454		20190331	Freeport State Bank	08210	Freeport	MN	56331	
72678		20190331	BELMONT SAVINGS BANK	28348	BELLAIRE	OH	43906	
73116		20190331	Artisans' Bank	17123	Wilmington	DE	19808	
73152		20190331	THE FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW	4097	Fairview	OK	73737	
73554		20190331	Pathway Bank	1992	Cairo	NE	68824	
73956		20190331	Security State Bank	12422	Wellington	KS	67152	
74056		20190331	SOUTH CENTRAL STATE BANK	16707	CAMPBELL	NE	689320186	
74140	549300XYX207IABFXL60	20190331	Isabella Bank	1005	Mt. Pleasant	MI	48858	
74403	549300YV7HFY5MTM2Z65	20190331	Merrimack County Savings Bank	17960	Concord	NH	03301	
74449		20190331	First National Bank in Tigerton	14400	Tigerton	WI	54486	
75053	254900AZAYNEDNA8NC33	20190331	First Minnesota Bank	5151	Minnetonka	MN	55345	
75259		20190331	First Oklahoma Bank	12484	Jenks	OK	74037	
75446		20190331	South Ottumwa Savings Bank	9099	Ottumwa	IA	52501	
75455		20190331	The Northern State Bank Of Gonvick	10187	Gonvick	MN	56644	
75558	54930072ZER0H6G56O90	20190331	FIRST NATIONAL BANK BAIRD	3086	BAIRD	TX	79504	
75633	3Y4U8VZURTYWI1W2K376	20190331	BMO Harris Bank, N.A.	16571	Chicago	IL	60603	
75651		20190331	CERESCOBANK	1993	CERESCO	NE	680170036	
76153		20190331	BANK OF CLARKS	16953	CLARKS	NE	68628	
76443	549300SUOO1RFWRM7N78	20190331	The Peoples Bank	1566	Taylorsville	KY	40071	
76854		20190331	GRAND BANK	22065	TULSA	OK	741353247	
77150		20190331	First Farmers & Merchants State Bank Grand Meadow	15621	Grand Meadow	MN	559360188	
77253		20190331	Hondo National Bank, The	15345	Hondo	TX	78861	
77422		20190331	Community Bankers' Bank	26871	Midlothian	VA	23113	
77851	549300IQ5NY7CSJLZW53	20190331	First Bank & Trust	3973	Brookings	SD	570065057	
78157		20190331	Bandera Bank	26653	Bandera	TX	780031596	
78241		20190331	FIRST NATURALSTATE BANK	21379	MCGEHEE	AR	71654	
78559		20190331	Summit National Bank	25054	Hulett	WY	82720	
79042		20190331	West Point Bank	12166	Radcliff	KY	40160	
79127		20190331	Home National Bank	6680	Racine	OH	45771	
79145	5493006S21NZTF9Y1L04	20190331	Farmers & Merchants State Bank	13242	Waterloo	WI	53594	
79257		20190331	First State Bank of Grove City	8857	Grove City	MN	56243	
79855		20190331	CITY BANK   TRUST CO.	05396	CRETE,	NE	68333-0288	
80150		20190331	First Fidelity Bank	1122	Burke	SD	57523	
80374		20190331	First Federal Savings And Loan Association Of Delta	29345	Delta	OH	43515	
80431		20190331	UNION BANK & TRUST COMPANY	9179	LIVINGSTON	TN	38570	
80552		20190331	State Bank Of Hamburg	8199	Hamburg	MN	55339	
81175	549300K5SWOZ1F2OHY48	20190331	Equitable Bank	31485	Grand Island	NE	68801	
82033		20190331	FIRST NATIONAL BANK OF PASC	26829	DADE CITY	FL	33525	
82257		20190331	BRYANT STATE BANK	06064	BRYANT	SD	57221	
82350		20190331	THE LAUDERDALE COUNTY BANK	22835	HALLS	TN	38040	
82659		20190331	CITIZENS STATE BANK OF HAYFIELD	10957	HAYFIELD	MN	55940	
83151		20190331	Flagship Bank Minnesota	8188	Wayzata	MN	55391	
83236	549300P3RYNDNLO37068	20190331	Bank of the South	19125	Pensacola	FL	32506	
83375	549300DEQDOPOOYCB264	20190331	CENTURY BANK	28362	SANTA FE	NM	87504	
83638	UPMVBH3EU3LS6P1KR697	20190331	Amerant Bank, National Association	22953	Coral Gables	FL	33134	
83834	549300E8WNDXIPI7FA49	20190331	AMERICAN BANK & TRUST COMPANY	17906	OPELOUSAS	LA	70571	
83852		20190331	Richland State Bank	1675	Bruce	SD	572200338	
83955		20190331	GREENFIELD BANKING COMPANY	15255	GREENFIELD	TN	38230	
84046		20190331	FIRST TRUST AND SAVINGS BANK	10123	CORALVILLE	IA	52241	
84541	5493007B7MEWKMDWUZ73	20190331	Guaranty Bank and Trust Company	15953	Belzoni	MS	39038	
84804		20190331	Citizens Bank of Cape Vincent	8908	Cape Vincent	NY	13618	
85052		20190331	Uinta Bank	1167	Mountain View	WY	82939	
85454		20190331	BANK OF LAVERNE	4130	LAVERNE	OK	738481147	
85472		20190331	Oceanfirst Bank	28359	Toms River	NJ	08753	
85931		20190331	PATTERSON STATE BANK	12609	PATTERSON	LA	70392	
86349		20190331	Union Bank of Mena	14597	Mena	AR	71953	
86554		20190331	CHESTER COUNTY BANK	19813	HENDERSON	TN	38340	
86675	549300YHPEPV6KF30T16	20190331	Rosedale Federal Savings And Loan Association	29613	Baltimore	MD	21236	
87047	5493008CDD8DDS775F56	20190331	First State Bank of Porter	12836	Porter	IN	46304	
87159		20190331	First State Bank Of Newcastle	1168	Newcastle	WY	82701	
87234		20190331	FIRST NATIONAL BANK OF MIDDLE TENNESSEE	4952	MCMINNVILLE	TN	37110	
87476		20190331	Wilmington Savings Bank, The	31539	Wilmington	OH	45177	
87579		20190331	Middlesex Federal Savings, F.A.	28368	Somerville	MA	02144	
88231		20190331	BankSouth	16418	Greensboro	GA	30642	
88240		20190331	Panora State Bank	18001	Panora	IA	50216	
88259		20190331	JANESVILLE STATE BANK	10960	JANESVILLE	MN	56048	
88352		20190331	First State Bank Of Bedias	16895	Bedias	TX	77831	
88455		20190331	Heartland Bank	18740	Geneva	NE	68361	
88950		20190331	Financial Security Bank	10176	Kerkhoven	MN	56252	
89032	2549003E1YOW83GR2Q12	20190331	Plaquemine Bank & Trust Company	19800	Plaquemine	LA	70764	
89135		20190331	First National Bank of Wauchula	18136	Wauchula	FL	33873	
89854	254900GWSHKTMAYXI472	20190331	Minnstar Bank National Association	13809	Lake Crystal	MN	56055	
89957	549300BFTWW1HFL7JF90	20190331	Cendera Bank	3098	Bells	TX	75414	
90047		20190331	Palo Savings Bank	13990	Palo	IA	52324-0020	
90177		20190331	First Federal Savings And Loan Association	30812	Pascagoula	MS	39567	
90328		20190331	SKYLINE NATIONAL BANK	6861	INDEPENDENCE	VA	24348	
90337	549300O2UK5FUZXQJO34	20190331	UNITED COMMUNITY BANK	19143	RACELAND	LA	70394	
90579		20190331	First Federal Savings And Loan Association Of Mcminnville	29624	Mcminnville	OR	97128	
91615		20190331	The Antwerp Exchange Bank Company	14523	Antwerp	OH	45813	
91754		20190331	First National Bank of Bellville	3099	Bellville	TX	77418	
91950		20190331	Farmers State Bank Of Canton	11133	Canton	SD	57013	
92144		20190331	Community State Bank	17551	Paton	IA	50217	
92676		20190331	Windsor Federal Savings and Loan Association	29632	Windsor	CT	06095	
92706		20190331	Sugar River Bank	18028	Newport	NH	03773	
92902		20190331	Bank Of Cattaraugus	9406	Cattaraugus	NY	14719	
93244	254900B5PW4JPZAQI721	20190331	Woodford State Bank	10011	Monroe	WI	53566	
93543		20190331	Springs Valley Bank & Trust	4419	French Lick	IN	47432	
93619		20190331	STATE STREET BANK AND TRUST COMPANY, N.A.	24938	New York	NY	10281	
94139		20190331	Merchants & Marine Bank	12203	Pascagoula	MS	39567	
94522		20190331	Benchmark Community Bank	20484	Kenbridge	VA	23944	
94755		20190331	Sundance State Bank	1169	Sundance	WY	82729	
94858		20190331	Adrian Bank	8251	Adrian	MO	64720	
95051		20190331	ONE AMERICAN BANK	6078	CENTERVILLE	SD	57014	
95677		20190331	Rockland Savings Bank, Fsb	28369	Rockland	ME	04841	
96553		20190331	HERSHEY STATE BANK	19809	HERSHEY	NE	69143	
97055		20190331	HENDERSON STATE BANK	17229	HENDERSON	NE	68371	
97279		20190331	Woodsfield Savings Bank	32292	Woodsfield	OH	43793	
97457		20190331	CITIZENS BANK OF AMSTERDAM	22601	Bulter	MO	64730	
97804	5493002578XYSRFY2C51	20190331	MountainOne Bank	90253	North Adams	MA	01247	
97943		20190331	Marion County State Bank	15272	Pella	IA	50219	
98351		20190331	The Citizens State Bank of Ouray	1779	Ouray	CO	81427	
98463	549300ZRZZ5VMD9PF263	20190331	Citizens Bank	17809	Corvallis	OR	97339	
98717		20190331	Eastbank, National Association	25749	New York	NY	10013	
99143	549300GBVMYJH2LR0T53	20190331	Merchants and Planters Bank	16464	Newport	AR	72112	
99255		20190331	FIRST STATE BANK OF CLAREMONT	484	GROTON	SD	57445	
99376	5493001GAASLCSP1PB64	20190331	National Cooperative Bank, N.A.	32612	Arlington	VA	22202	
99442		20190331	BANK OF COMMERCE	9359	GREENWOOD	MS	38930	
99536		20190331	Bank Of Putnam County	8432	Cookeville	TN	38501	
99853		20190331	First State Bank	9879	Noble	OK	73068	
100236		20190331	Sunmark Community Bank	16825	Hawkinsville	GA	31036	
100357		20190331	Legend Bank, N. A.	3108	Bowie	TX	76230	
100562	549300W0YBCUV18HSR42	20190331	Tri Counties Bank	21943	Chico	CA	95973	
100777	549300GJHCU3PV11PY25	20190331	cfsbank	29672	Charleroi	PA	15022	
100843	549300CCQSH6ZSQHNS49	20190331	FNBC Bank	1294	Ash Flat	AR	72513	
101019	Z01RQ8BXBEV51Q8XKV43	20190331	Bank Leumi USA	19842	New York	NY	10170	
101037	549300Z78KW88BIQNR50	20190331	First American Bank and Trust	8149	Vacherie	LA	70090	
101439		20190331	Durden Banking Company, Inc.	15336	Twin City	GA	30471	
101671	549300EZG6KIP4HOUR65	20190331	Adirondack Bank	28380	Utica	NY	13501	
101738	549300KJAE0JN2Z6YV76	20190331	Great Southern Bank	8552	Meridian	MS	393021271	
101952		20190331	Brady National Bank	3109	Brady	TX	76825	
102155		20190331	State Guaranty Bank	5995	Okeene	OK	73763	
102333		20190331	Wilkinson County Bank	10074	Irwinton	GA	31042	
102342		20190331	RACCOON VALLEY BANK	00245	PERRY	IA	50220	
102539		20190331	Community Banks Of Shelby County	920	Cowden	IL	62422	
102557		20190331	Foundation One Bank	18761	Waterloo	NE	68069	
102874		20190331	Paper City Savings Association	29676	Wisconsin Rapids	WI	54494	
103134	549300MBMDGVR0JTH061	20190331	THE BANK OF COMMERCE	1374	WHITE CASTLE	LA	70788	
103255		20190331	LANDMARK BANK	4537	COLUMBIA	MO	65201	
103563		20190331	FIRST STATE BANK	17909	MOBEETIE	TX	79061	
104234		20190331	The Harrison County Bank	9030	Lost Creek	WV	26385	
104542		20190331	Marseilles Bank	16318	Marseilles	IL	61341	
104971		20190331	Martinsville First Savings Bank	29685	Martinsville	VA	24112	
105026		20190331	The Farmers Bank Of Willards	5885	Willards	MD	21874	
105222		20190331	Virginia Community Bank	22331	Louisa	VA	23093	
105473		20190331	HOME FEDERAL BANK OF TENNESSEE	29683	KNOXVILLE	TN	37902	
105530		20190331	Farmers State Bank	13775	Mountain City	TN	37683	
106359	549300ZL6THC5R7VUP98	20190331	First Fidelity Bank	23473	Oklahoma City	OK	73118	
106452		20190331	The Pueblo Bank And Trust Company	12594	Pueblo	CO	81003	
106676		20190331	Bar Harbor Savings and Loan Association	30878	Bar Harbor	ME	04609	
107244		20190331	Bank OZK	110	Little Rock	AR	722318811	
107459		20190331	Corder Bank, The	9374	Corder	MO	64021	
107570		20190331	First Federal Savings Bank	29690	Huntington	IN	46750	
107758		20190331	Bonanza Valley State Bank	10993	Brooten	MN	56316-0400	
108072		20190331	BUFFALO FEDERAL BANK	29696	BUFFALO	WY	82834	
108269		20190331	THE FIRST NATIONAL BANK OF MOODY	03351	MOODY	TX	76557	
108652		20190331	First National Bank Of Buhl, The	5105	Buhl	MN	55713	
108746		20190331	MASON CITY NATIONAL BANK	16198	MASON CITY	IL	62664	
108951		20190331	Reliabank Dakota	16221	Estelline	SD	57234	
109136		20190331	Peoples Bank & Trust	25795	Buford	GA	30518	
109154		20190331	FIRST SECURITY BANK	09728	BYRON	MN	55920	
109453		20190331	BankStar Financial	496	Elkton	SD	57026	
109574		20190331	Haverhill Bank	26411	Haverhill	MA	01831	
109659	549300IFU5D50EZHEU18	20190331	First National Bank	15059	Arcadia	LA	71001	
110413	549300KYZ21NWSUOYP36	20190331	Sutton Bank	5962	Attica	OH	44807	
